Time (s),Voltage (V)
1.47705078125e-11,-0.005671467403002966
1.4892578125e-11,-0.004333135173243692
1.50146484375e-11,-0.0031307529317008017
1.513671875e-11,-0.005354686355306646
1.5258789062500003e-11,-0.003356197516535496
1.5380859375000002e-11,-0.0030850251221036015
1.55029296875e-11,-0.010944422852804484
1.5625e-11,-0.007320092980187227
1.57470703125e-11,-0.009422850224359774
1.5869140625e-11,-0.010319610382408391
1.59912109375e-11,-0.014700546980895662
1.6113281250000002e-11,-0.009609059223851364
1.62353515625e-11,-0.011122957728783675
1.6357421875e-11,-0.013578316927475312
1.64794921875e-11,-0.012032936446517112
1.66015625e-11,-0.006786178840648733
1.67236328125e-11,-0.015930675310628094
1.6845703125000002e-11,-0.021060950288885355
1.6967773437500002e-11,-0.01409599928634498
1.708984375e-11,-0.013170842833703629
1.72119140625e-11,-0.012144558901792262
1.7333984375e-11,-0.012262258271999539
1.74560546875e-11,-0.011889273267191497
1.7578125000000002e-11,-0.011944195672104816
1.7700195312500002e-11,-0.006663863317775103
1.7822265625e-11,-0.0074573848429692405
1.79443359375e-11,-0.012331880178957956
1.806640625e-11,-0.01044772375462221
1.81884765625e-11,-0.014468818767355472
1.8310546875000002e-11,-0.01038118864662446
1.8432617187500002e-11,-0.010008747972420828
1.85546875e-11,-0.01114287398459687
1.86767578125e-11,-0.004992455255966825
1.8798828125e-11,-0.005689907402785326
1.89208984375e-11,-0.007135582981289277
1.9042968750000002e-11,-0.009383013977196866
1.9165039062500002e-11,-0.012182903678670257
1.9287109375e-11,-0.007769483683125015
1.94091796875e-11,-0.0066922918070575765
1.953125e-11,-0.007384437545925486
1.96533203125e-11,-0.006736460995870016
1.9775390625000003e-11,-0.008532537206507712
1.9897460937500002e-11,-0.00725621779086859
2.001953125e-11,-0.008394753420193055
2.01416015625e-11,-0.0041830593273689005
2.0263671875e-11,-0.00870309008108619
2.03857421875e-11,3.983194376100093e-05
2.0507812500000003e-11,0.0011712103485995466
2.0629882812500002e-11,-0.004600109155089939
2.0751953125000002e-11,-3.6289410802685385e-05
2.08740234375e-11,-0.004436941985625199
2.099609375e-11,-0.001838221561569508
2.11181640625e-11,0.0017210682484135465
2.1240234375000003e-11,0.0016759429243237472
2.1362304687500002e-11,-0.0033285923113950512
2.1484375000000002e-11,0.0037422838963368068
2.16064453125e-11,-0.0016442478003228125
2.1728515625e-11,0.0014569100157524406
2.18505859375e-11,0.0008909288005921844
2.1972656250000003e-11,0.0016167370778441654
2.2094726562500002e-11,0.0012441646600081318
2.2216796875000002e-11,0.00032342797506083507
2.23388671875e-11,0.0033093314774340524
2.24609375e-11,0.0022956644923260343
2.25830078125e-11,0.004433895966694307
2.2705078125000003e-11,0.004419073004535116
2.2827148437500002e-11,0.0030116176091866814
2.2949218750000002e-11,0.003875212339572244
2.30712890625e-11,0.003322024338432161
2.3193359375e-11,0.005955455016930095
2.33154296875e-11,0.0027357565081270554
2.3437500000000003e-11,0.002837089189287593
2.3559570312500003e-11,0.00311747661121468
2.3681640625000002e-11,0.00816268820960639
2.38037109375e-11,0.006232858792997495
2.392578125e-11,0.005550239788633974
2.40478515625e-11,0.0015022613191458772
2.4169921875e-11,-0.0004585761617225178
2.4291992187500003e-11,0.0008543414371473719
2.4414062500000002e-11,5.6822977024026996e-05
2.45361328125e-11,0.003396900354597423
2.4658203125e-11,0.0049824231068554495
2.47802734375e-11,0.0026197670499886914
2.490234375e-11,0.004147905151521765
2.5024414062500003e-11,0.0040578938600247345
2.5146484375000002e-11,0.0012584038776135018
2.5268554687500002e-11,-0.003068298011880628
2.5390625e-11,0.003656258830179195
2.55126953125e-11,0.0009520051076676735
2.5634765625e-11,0.0043362983964662215
2.5756835937500003e-11,0.0018272495843794092
2.5878906250000002e-11,0.0029152638637152824
2.6000976562500002e-11,-0.0018451136066609222
2.6123046875e-11,0.005743097378970809
2.62451171875e-11,-0.002326389210206993
2.63671875e-11,0.0005887752687253989
2.6489257812500003e-11,0.00774125339235686
2.6611328125000002e-11,0.002390960652305657
2.6733398437500002e-11,0.008349890480571434
2.685546875e-11,0.0012635991780363563
2.69775390625e-11,-0.0006220104010179906
2.7099609375e-11,0.004237663399280689
2.7221679687500003e-11,0.001022675261323148
2.7343750000000003e-11,0.007446099905817389
2.7465820312500002e-11,0.002512342647484777
2.7587890625e-11,0.0014870475102576287
2.77099609375e-11,-0.002152124422343348
2.783203125e-11,0.004926637034380951
2.7954101562500003e-11,0.003934354487059713
2.8076171875000003e-11,0.0027601457003923685
2.8198242187500002e-11,0.001636437853005489
2.83203125e-11,0.004593703044946794
2.84423828125e-11,0.0008703092543896956
2.8564453125e-11,-0.0013786322971347156
2.8686523437500003e-11,-0.000609242781614812
2.8808593750000003e-11,0.0019361159315821872
2.8930664062500002e-11,-0.002878857962142197
2.9052734375000002e-11,0.006532379016376758
2.91748046875e-11,-0.00500174480323802
2.9296875000000004e-11,-3.840245633096335e-05
2.94189453125e-11,-0.0021188605912776017
2.9541015625e-11,0.0001864238432606859
2.96630859375e-11,-0.001959568297758806
2.978515625e-11,-0.002691176724092359
2.9907226562500004e-11,-0.0011414652842967256
3.0029296875e-11,-0.0016379475093569525
3.0151367187500003e-11,-0.005973472208856543
3.02734375e-11,-0.00478115326070443
3.03955078125e-11,-0.004484615961186065
3.0517578125000005e-11,-0.0023215735130388657
3.06396484375e-11,-0.0013016463955619069
3.0761718750000004e-11,-0.0014672275292790364
3.08837890625e-11,-0.005315248896374455
3.1005859375e-11,-0.007216884344246895
3.11279296875e-11,-6.531848949887847e-05
3.125e-11,-0.002410393318715674
3.1372070312500005e-11,-0.0017253726284483539
3.1494140625e-11,-0.002965936460452149
3.1616210937500004e-11,-0.0034006657861301625
3.173828125e-11,-0.003270199430206322
3.18603515625e-11,-0.00015389458808597002
3.1982421875e-11,-0.001468418635545905
3.21044921875e-11,-0.0054923322698674625
3.2226562500000004e-11,-0.005375553811089414
3.23486328125e-11,-0.005527395981975319
3.2470703125e-11,-0.006806540780279327
3.25927734375e-11,-0.0025704156267627996
3.271484375e-11,-0.003938563253489142
3.2836914062500005e-11,-0.0032744327588216365
3.2958984375e-11,-0.0037473589379333743
3.3081054687500004e-11,-0.00657461315117951
3.3203125e-11,-0.002561353785188232
3.33251953125e-11,-0.001398801894837232
3.3447265625e-11,-0.0037050572484783216
3.35693359375e-11,-0.0035270516167046186
3.3691406250000004e-11,-0.002367882125890928
3.38134765625e-11,-0.0001858375088190417
3.3935546875000003e-11,0.0034333211756926436
3.40576171875e-11,0.001339310278720501
3.41796875e-11,-0.0024715521252017844
3.4301757812500005e-11,-0.0019157338850287094
3.4423828125e-11,0.0007990387677252961
3.4545898437500004e-11,-0.0018283027272143668
3.466796875e-11,-0.0010699669318477174
3.47900390625e-11,-0.007383457692677386
3.4912109375e-11,0.0018103391972103284
3.50341796875e-11,0.0013424594873599946
3.5156250000000005e-11,-0.00023874318958370965
3.52783203125e-11,0.0019281932515895048
3.5400390625000004e-11,0.0025917778877789207
3.55224609375e-11,0.002354293601588513
3.564453125e-11,-0.0028874512853000397
3.5766601562500005e-11,-0.0006243228073349145
3.5888671875e-11,0.002713879934002153
3.6010742187500004e-11,0.0014012686916185122
3.61328125e-11,0.00617746630668173
3.62548828125e-11,0.002804969133326762
3.6376953125e-11,-0.0041396425115616175
3.64990234375e-11,-0.0028571726560698146
3.6621093750000005e-11,0.003696863427788346
3.67431640625e-11,0.008241656245694699
3.6865234375000004e-11,6.270751144110383e-05
3.69873046875e-11,0.00017337482976016564
3.7109375e-11,-0.002795862160032631
3.7231445312500005e-11,0.005790065067472145
3.7353515625e-11,-0.0006709572367701267
3.7475585937500004e-11,0.0017953455786577119
3.759765625e-11,0.0014345689004366528
3.7719726562500003e-11,0.00651777461962343
3.7841796875e-11,-0.0002162926257653114
3.79638671875e-11,0.0007916029124065455
3.8085937500000005e-11,0.0052958071097927864
3.82080078125e-11,-0.0005511105479930301
3.8330078125000004e-11,-0.0023041659449304173
3.84521484375e-11,0.0059167709756909066
3.857421875e-11,0.003799079226225065
3.8696289062500006e-11,0.0042320405393468956
3.8818359375e-11,0.0028814717641945297
3.8940429687500005e-11,-0.0034279315638702074
3.90625e-11,0.001717958185261696
3.9184570312500004e-11,0.002228653664188855
3.9306640625e-11,0.00205441135966394
3.94287109375e-11,0.0009806567326292516
3.9550781250000005e-11,0.003454098357212417
3.96728515625e-11,-0.0031979792651999333
3.9794921875000004e-11,-0.0010479941450875668
3.99169921875e-11,0.007195809457886686
4.00390625e-11,-0.0024365121986559984
4.01611328125e-11,-0.00025584525400267825
4.0283203125e-11,0.0005676555983795902
4.0405273437500005e-11,0.008590474598199824
4.052734375e-11,-0.009920881512737408
4.0649414062500004e-11,-0.004165730487665497
4.0771484375e-11,0.007191501957692466
4.08935546875e-11,-0.0010266957078101922
4.1015625000000005e-11,-0.002228213061741765
4.11376953125e-11,0.002332432907901375
4.1259765625000004e-11,0.005235333565998263
4.13818359375e-11,-9.47672003636953e-05
4.1503906250000003e-11,0.00526627686265592
4.16259765625e-11,-0.0028209840394587127
4.1748046875e-11,-0.004256288848578519
4.1870117187500005e-11,-0.00433369491237826
4.19921875e-11,-0.00047074374741742
4.2114257812500004e-11,0.003318288301980659
4.2236328125e-11,-0.004221147547899002
4.23583984375e-11,-0.00400062277809673
4.2480468750000006e-11,-0.002776144634558228
4.26025390625e-11,7.537243429985295e-05
4.2724609375000005e-11,-0.006652305079637267
4.28466796875e-11,-0.0045725600573767455
4.2968750000000003e-11,-0.0022550076468519503
4.30908203125e-11,-0.0008399917168705297
4.3212890625e-11,-0.0005139247945648073
4.3334960937500005e-11,-0.0029694420875286203
4.345703125e-11,0.003132836009946668
4.3579101562500004e-11,-0.005086465284259747
4.3701171875e-11,-0.005472948722273391
4.38232421875e-11,-0.0043327183495786405
4.3945312500000006e-11,-0.003057767753458203
4.40673828125e-11,0.005014842144175382
4.4189453125000005e-11,0.0007653977824066911
4.43115234375e-11,-0.004534805902370564
4.4433593750000004e-11,-0.002411711648270245
4.45556640625e-11,-0.002499634141659944
4.4677734375e-11,-0.003442601397012194
4.4799804687500005e-11,-0.0028809492496826013
4.4921875e-11,-0.0009430306169989991
4.5043945312500004e-11,-0.0055551781470899895
4.5166015625e-11,0.0013156247149518415
4.5288085937500003e-11,-0.006380871588223639
4.5410156250000006e-11,-0.0012634310984969428
4.55322265625e-11,0.0029306010229961385
4.5654296875000005e-11,-0.001116212523433922
4.57763671875e-11,0.002577298627744015
4.5898437500000004e-11,-0.001633116561957704
4.60205078125e-11,-0.007299983115907197
4.6142578125e-11,-0.0007125844328731343
4.6264648437500006e-11,0.0002036109995867067
4.638671875e-11,-0.00035326686160890833
4.6508789062500004e-11,-0.0007320015469637993
4.6630859375e-11,0.006381770007570137
4.6752929687500003e-11,3.499391813794402e-05
4.6875000000000006e-11,-0.0014444816471901362
4.69970703125e-11,-0.001930977134121732
4.7119140625000005e-11,0.0025543506484749148
4.72412109375e-11,0.001213493190691966
4.7363281250000004e-11,-0.0068130355557561775
4.74853515625e-11,-0.0022531585928365554
4.7607421875e-11,0.00836142574932986
4.7729492187500006e-11,-0.0003505263231067115
4.78515625e-11,-0.004452424644170272
4.7973632812500005e-11,0.0041484477555144336
4.8095703125e-11,-0.008169873683094603
4.8217773437500004e-11,-0.003090824171789014
4.833984375e-11,0.0006914167604058147
4.84619140625e-11,0.003910963742600073
4.8583984375000005e-11,0.003692402198470941
4.87060546875e-11,0.0011967437299209962
4.8828125000000004e-11,-0.0016996104461578874
4.89501953125e-11,-0.0006538415904905831
4.9072265625e-11,-0.0005132735509227244
4.9194335937500006e-11,-0.0030649249444943084
4.931640625e-11,0.0022360738945541967
4.9438476562500005e-11,-0.008748581775011349
4.9560546875e-11,-0.007524142045234609
4.9682617187500004e-11,-0.0008664004830738685
4.98046875e-11,-0.0030632883409150847
4.99267578125e-11,-0.006715156788505891
5.0048828125000005e-11,-0.0022506519236398003
5.01708984375e-11,0.0006143459723922677
5.0292968750000004e-11,0.004162402915108919
5.04150390625e-11,-0.003256478524490867
5.0537109375000003e-11,-0.0014806160239337904
5.0659179687500006e-11,0.002657845299892734
5.078125e-11,-0.0004588179413179326
5.0903320312500005e-11,-0.0024958044536257666
5.1025390625e-11,0.0010398171237007677
5.1147460937500004e-11,-0.0010125574433684597
5.126953125e-11,0.005206950843344962
5.13916015625e-11,-0.0060757154898087844
5.1513671875000006e-11,0.0034795609119798337
5.16357421875e-11,0.0024235238882252584
5.1757812500000005e-11,0.0014620226926800976
5.18798828125e-11,0.00285082340617722
5.2001953125000004e-11,0.0010309039135455325
5.2124023437500006e-11,-0.0032889076195779447
5.224609375e-11,0.0012128857269624411
5.2368164062500005e-11,-0.004118855640499426
5.2490234375e-11,-0.0006497913004731514
5.2612304687500004e-11,-0.00283353574180678
5.2734375e-11,0.0030912552381125837
5.28564453125e-11,0.00488086999907335
5.2978515625000006e-11,-0.0017662152063316673
5.31005859375e-11,-0.0037083695646201384
5.3222656250000005e-11,0.0039064128410540005
5.33447265625e-11,-0.0011132823815020157
5.3466796875000004e-11,0.004395023149496645
5.3588867187500006e-11,0.002352112066078229
5.37109375e-11,-0.004454652834569674
5.3833007812500005e-11,-0.005392600703568247
5.3955078125e-11,-0.0002265626912700123
5.4077148437500004e-11,-0.0006640830468895623
5.419921875e-11,0.0011429717017830661
5.4321289062500003e-11,0.0008696872994325601
5.4443359375000006e-11,-0.00014253105478934482
5.45654296875e-11,-0.0015926274225390058
5.4687500000000005e-11,0.0033083534208869607
5.48095703125e-11,-0.003697872221230854
5.4931640625000004e-11,-0.003274540592364414
5.50537109375e-11,0.0016085131019743775
5.517578125e-11,-0.000162090317606068
5.5297851562500006e-11,0.004238216677178916
5.5419921875e-11,-0.00239231034573695
5.5541992187500005e-11,0.006310365651857727
5.56640625e-11,0.0010225359726514262
5.5786132812500004e-11,-0.0010705624482121152
5.5908203125000006e-11,-0.001580697993244715
5.60302734375e-11,-0.0018451264728259241
5.6152343750000005e-11,-0.0005703068772034978
5.62744140625e-11,-0.00034833925160234847
5.6396484375000004e-11,0.00013107803553150235
5.65185546875e-11,0.0005123132703674231
5.6640625e-11,0.0019666756519500757
5.6762695312500006e-11,-0.0016103114829085809
5.6884765625e-11,0.003663843623164552
5.7006835937500005e-11,-0.0003964446492388439
5.712890625e-11,0.0005003728737447286
5.7250976562500004e-11,-0.0016345486691700683
5.7373046875000006e-11,-0.003327533336298824
5.74951171875e-11,0.00016858268763639972
5.7617187500000005e-11,0.0015647512853567906
5.77392578125e-11,0.0024913157524539312
5.7861328125000004e-11,0.0012357214678526862
5.79833984375e-11,0.005919998486454345
5.8105468750000003e-11,-0.006109205322635672
5.82275390625e-11,0.004173786333253419
5.8349609375e-11,5.7869426702322365e-06
5.84716796875e-11,-0.005195242412140172
5.859375000000001e-11,-0.003998270642662646
5.87158203125e-11,-0.0018165441732535743
5.8837890625e-11,-0.001832961835848041
5.895996093750001e-11,0.002591892987461814
5.908203125e-11,-0.0017821601202154347
5.92041015625e-11,-0.00266319617517955
5.9326171875e-11,-0.0067253107221756725
5.944824218750001e-11,-0.005827528661459585
5.95703125e-11,-0.002488246809334715
5.96923828125e-11,0.001658977219427738
5.981445312500001e-11,0.005315198563101255
5.99365234375e-11,0.0014681374278121167
6.005859375e-11,-0.0033396155179149347
6.01806640625e-11,-0.0011037653407242806
6.030273437500001e-11,0.0010502709060573926
6.04248046875e-11,0.0030312728592119674
6.0546875e-11,0.001499416051363995
6.066894531250001e-11,-0.0013769372093488568
6.0791015625e-11,-0.00030544443382187283
6.09130859375e-11,0.0052954044942551326
6.103515625000001e-11,0.0013088418040609145
6.11572265625e-11,0.005382792326262267
6.1279296875e-11,0.0017672679301463721
6.14013671875e-11,-0.0020954411270209775
6.152343750000001e-11,-0.0014788054560081255
6.16455078125e-11,-0.003248941426142338
6.1767578125e-11,0.0013047868844065517
6.188964843750001e-11,-0.003181284327844258
6.201171875e-11,0.006387213114990676
6.21337890625e-11,-0.0037725918880227383
6.2255859375e-11,0.004792018060496716
6.237792968750001e-11,0.002062855482553901
6.25e-11,-0.00515485282133032
6.26220703125e-11,0.00407117642781727
6.274414062500001e-11,-0.00044320806106682906
6.28662109375e-11,-0.002849789428663348
6.298828125e-11,-0.0005108481019353231
6.31103515625e-11,0.008294191591665709
6.323242187500001e-11,0.0020490017646423884
6.33544921875e-11,-0.0034921579579842523
6.34765625e-11,0.002615093310181585
6.359863281250001e-11,-0.0037422743155994453
6.3720703125e-11,-0.005675723113085002
6.38427734375e-11,-0.001096575923387523
6.396484375e-11,0.0020802648368875533
6.408691406250001e-11,-0.001648641290470175
6.4208984375e-11,0.0018662655004333289
6.43310546875e-11,0.003694836709627408
6.445312500000001e-11,0.00017209296121810028
6.45751953125e-11,0.0017118040721607782
6.4697265625e-11,0.0010637454757433293
6.481933593750001e-11,0.0017155380045499628
6.494140625e-11,-0.007546787373851008
6.50634765625e-11,0.0009817084021399285
6.5185546875e-11,0.0019889344936170686
6.530761718750001e-11,0.00245753039988236
6.54296875e-11,-0.0010433527566274482
6.55517578125e-11,-0.00017416163284693934
6.567382812500001e-11,0.00028001097639515925
6.57958984375e-11,0.0030351328866496303
6.591796875e-11,0.001326273614673032
6.60400390625e-11,0.0021132159379727384
6.616210937500001e-11,0.00448030780521375
6.62841796875e-11,-0.0023765557525351855
6.640625e-11,-0.0052330809128838226
6.652832031250001e-11,0.0030489328517813064
6.6650390625e-11,0.0007406024921849187
6.67724609375e-11,0.00020064454017670934
6.689453125e-11,-0.000754144193324708
6.701660156250001e-11,0.001678912237418072
6.7138671875e-11,0.0010958908636460268
6.72607421875e-11,0.001091624786435097
6.738281250000001e-11,-0.0009641776595399807
6.75048828125e-11,0.0007795891517931122
6.7626953125e-11,-0.0013869199127840228
6.774902343750001e-11,0.005638186010241322
6.787109375000001e-11,-0.0006174083746994466
6.79931640625e-11,1.727816159991912e-05
6.8115234375e-11,-0.002931044231676146
6.823730468750001e-11,0.006516363092960203
6.8359375e-11,-0.003128599305384946
6.84814453125e-11,-0.003076714432170551
6.860351562500001e-11,0.0008140032566081481
6.87255859375e-11,0.00498776614840599
6.884765625e-11,0.003149829179275391
6.89697265625e-11,0.002719755567933726
6.909179687500001e-11,0.004413350480322319
6.92138671875e-11,0.0014887721467178572
6.93359375e-11,0.0015596263823998318
6.945800781250001e-11,0.0023456423587858697
6.9580078125e-11,0.00036396398798293626
6.97021484375e-11,-6.153959665818753e-05
6.982421875e-11,-0.00018269335675637915
6.994628906250001e-11,0.001584997610444127
7.0068359375e-11,-0.004387457789050118
7.01904296875e-11,0.00436028250285412
7.031250000000001e-11,-0.001806022946504771
7.04345703125e-11,0.0017968384533026728
7.0556640625e-11,0.0023324407034832533
7.06787109375e-11,-0.0009943733476955431
7.080078125000001e-11,-0.0036669917801907086
7.09228515625e-11,-0.0015295466706636849
7.1044921875e-11,-0.004080029941054856
7.116699218750001e-11,0.0034305432642669897
7.12890625e-11,-0.0022622935097873515
7.14111328125e-11,0.0026521864120723783
7.153320312500001e-11,0.0006396804678346253
7.165527343750001e-11,-0.0020424245461663007
7.177734375e-11,-0.005864671365229703
7.18994140625e-11,0.0003080928273423848
7.202148437500001e-11,-0.0022209525880695926
7.21435546875e-11,-0.004463205175212945
7.2265625e-11,-0.005858257410891615
7.238769531250001e-11,0.001268080951971549
7.2509765625e-11,0.004008524896187881
7.26318359375e-11,-0.0028841639755012756
7.275390625e-11,0.00394955150191747
7.287597656250001e-11,0.00022755187293836763
7.2998046875e-11,-0.0009553213003837915
7.31201171875e-11,-0.0011536352327054078
7.324218750000001e-11,0.0002443956061282684
7.33642578125e-11,0.0019503157987329064
7.3486328125e-11,0.0017532278603541321
7.36083984375e-11,-0.0004991441568254181
7.373046875000001e-11,-0.0030214489382223504
7.38525390625e-11,-0.0015688250092984744
7.3974609375e-11,0.003715326147969667
7.409667968750001e-11,0.0008515228164047132
7.421875e-11,-0.004659337881178573
7.43408203125e-11,-0.005471561303442237
7.446289062500001e-11,-0.0018660674292178742
7.458496093750001e-11,0.004072078609608434
7.470703125e-11,-0.0033463658552947495
7.48291015625e-11,0.0005792023073835183
7.495117187500001e-11,-0.0006263600019348048
7.50732421875e-11,-6.221429562348108e-05
7.51953125e-11,0.006919352624128006
7.531738281250001e-11,0.00013045195740430722
7.543945312500001e-11,0.0017818946621076033
7.55615234375e-11,-0.004905788385740872
7.568359375e-11,0.004751979817165892
7.580566406250001e-11,-0.0015238609863792525
7.5927734375e-11,0.0006897269700172984
7.60498046875e-11,-0.0022927720459345593
7.617187500000001e-11,0.0051912661507149726
7.62939453125e-11,0.0015121845689553292
7.6416015625e-11,-0.005944557007406927
7.65380859375e-11,-0.003929215792286957
7.666015625000001e-11,-0.0010321345207982007
7.67822265625e-11,-0.0012120116341072967
7.6904296875e-11,-0.0012074588910437013
7.702636718750001e-11,-0.002574952437848377
7.71484375e-11,-0.0029155482732042127
7.72705078125e-11,-0.0009014071764782251
7.739257812500001e-11,-0.00039803943969505374
7.751464843750001e-11,-0.001345416730164612
7.763671875e-11,0.0008922808928396319
7.77587890625e-11,0.0024788796029642495
7.788085937500001e-11,0.00018511712794490494
7.80029296875e-11,0.0024076540193051043
7.8125e-11,0.004401628075431369
7.824707031250001e-11,0.0005551766334720826
7.836914062500001e-11,-0.00058001038122561
7.84912109375e-11,-0.0018488579579649723
7.861328125e-11,-0.0038232235080102555
7.873535156250001e-11,-0.004678755188165322
7.8857421875e-11,0.0009463609240361688
7.89794921875e-11,0.001776343395595631
7.910156250000001e-11,-0.0032855226199157905
7.922363281250001e-11,0.0006976248216249981
7.9345703125e-11,3.997428012077778e-05
7.94677734375e-11,-0.0026508853332580093
7.958984375000001e-11,-0.00012933052092664984
7.97119140625e-11,0.0005290738466224355
7.9833984375e-11,-4.41190654271299e-05
7.995605468750001e-11,-0.00021993004903828986
8.0078125e-11,0.0013500529143443732
8.02001953125e-11,-0.0008716481117638701
8.0322265625e-11,-0.000524792307468736
8.044433593750001e-11,0.002766698083155195
8.056640625e-11,0.0026217311103056674
8.06884765625e-11,0.0018406348119671795
8.081054687500001e-11,0.0031875671484521374
8.09326171875e-11,-0.005194930079466934
8.10546875e-11,-0.00428201556282393
8.117675781250001e-11,-2.63436468904978e-05
8.129882812500001e-11,-0.0015356707658691242
8.14208984375e-11,-0.005501922417289012
8.154296875e-11,0.0012185802841040113
8.166503906250001e-11,-0.0021395991172980175
8.1787109375e-11,-0.00039474704003005775
8.19091796875e-11,0.0012926382793566817
8.203125000000001e-11,-0.0007566855411455277
8.215332031250001e-11,-0.0017402399640715114
8.2275390625e-11,-0.0068597728780620875
8.23974609375e-11,-0.0018679568181565937
8.251953125000001e-11,0.0005282026798661445
8.26416015625e-11,0.0032316153450521585
8.2763671875e-11,0.00019089405622964073
8.288574218750001e-11,-0.00018842357232155797
